,pdb,chain,CATH Domain,Class Number,Architecture Number,Topology Number,Superfamily Number,S35 Number,S60 Number,S95 Number,S100 Number,S100 Count Number,Domain Length,Resolution
167,5d4s,B,5d4sB00,1,10,10,10,95,1,1,1,1,83,1.97
8284,3x34,A,3x34A00,3,10,120,10,1,1,1,1,1,87,0.76
2351,1m56,D,1m56D00,1,20,5,160,1,1,1,1,1,42,2.3
16837,1k7j,A,1k7jA00,3,90,870,10,2,1,1,1,1,199,1.4
7835,2k8d,A,2k8dA00,2,170,150,20,5,2,1,1,1,151,999.0
1370,1g03,A,1g03A00,1,10,375,10,3,2,1,1,1,134,999.0
11947,1t3y,A,1t3yA00,3,40,20,10,3,1,1,1,1,131,1.15
15829,1tc5,C,1tc5C00,3,50,80,10,4,1,1,1,1,186,1.93
2264,3mzo,B,3mzoB00,1,10,3210,10,17,1,1,1,1,206,1.98
14394,2qzj,A,2qzjA00,3,40,50,2300,378,1,1,1,1,119,2.89
7304,6if7,A,6if7A00,2,70,50,50,4,2,1,1,1,183,2.2
1391,2igp,A,2igpA00,1,10,418,30,1,1,1,1,1,114,1.8
17067,4tqo,I,4tqoI00,4,10,160,10,3,1,1,1,1,71,2.57
16180,6nib,A,6nibA00,3,75,10,10,1,1,1,1,1,345,1.2
16210,5a5c,B,5a5cB00,3,80,10,10,16,1,1,1,1,332,2.1
5266,2cwp,A,2cwpA00,2,40,50,140,43,1,1,1,1,109,2.1
15139,4kvx,A,4kvxA00,3,40,630,30,103,1,1,1,1,144,2.0
8263,2f4w,B,2f4wB00,3,10,110,10,13,1,1,1,1,152,2.0
5351,1mhw,C,1mhwC00,2,40,50,170,2,1,1,1,1,41,1.9
12329,2avd,A,2avdA00,3,40,50,150,39,1,1,1,1,219,1.7
15454,5swc,D,5swcD00,3,40,1050,10,2,1,1,1,1,206,1.45
5735,1ng5,B,1ng5B00,2,40,260,10,11,1,1,1,1,206,2.0
3612,4dvg,B,4dvgB00,1,25,10,10,53,1,1,1,1,294,2.6
11879,1ocs,A,1ocsA00,3,30,1520,10,11,1,1,1,1,131,2.03
9657,3l12,B,3l12B00,3,20,20,190,7,1,1,1,1,285,1.6
1026,2llv,A,2llvA00,1,10,260,100,1,1,1,1,1,71,999.0
15982,5le5,b,5le5b00,3,60,20,10,17,1,1,1,1,203,1.8
8395,2f41,B,2f41B00,3,10,129,10,98,1,1,1,1,109,2.5
11560,5f3m,A,5f3mA00,3,30,1130,10,5,1,1,1,1,118,1.5
5512,4odd,B,4oddB00,2,40,128,20,53,1,1,1,1,152,2.6
12224,4v1a,p,4v1ap00,3,40,30,10,299,1,1,1,1,97,3.4
4969,2a2j,A,2a2jA00,2,30,110,10,64,3,1,1,1,202,2.5
15914,4fek,B,4fekB00,3,60,15,10,32,1,1,1,1,245,2.0
1106,1pd3,A,1pd3A00,1,10,287,230,2,1,1,1,1,54,2.6
13018,5ffg,B,5ffgB00,3,40,50,410,18,3,1,1,1,248,2.25
5194,3crk,D,3crkD00,2,40,50,100,21,1,1,1,1,77,2.3
9124,1gox,A,1goxA00,3,20,20,70,75,3,1,1,1,350,2.0
13183,4o5o,A,4o5oA00,3,40,50,720,98,3,1,1,1,257,1.4
6369,5hdw,A,5hdwA00,2,60,40,1470,2,1,1,1,1,131,2.0
7738,1hg8,A,1hg8A00,2,160,20,10,14,1,1,1,1,349,1.73
12322,1r18,A,1r18A00,3,40,50,150,26,3,1,1,1,223,2.2
16422,1nqz,A,1nqzA00,3,90,79,10,12,1,1,1,1,171,1.7
8453,3rri,A,3rriA00,3,10,180,10,19,1,1,1,1,128,1.5
4682,6a7k,A,6a7kA00,2,30,30,140,35,1,1,1,1,62,1.9
1926,2wqg,A,2wqgA00,1,10,720,30,6,1,1,1,1,51,999.0
8433,1oj8,A,1oj8A00,3,10,130,10,6,3,1,1,1,104,1.7
11569,2k9k,A,2k9kA00,3,30,1150,10,5,1,1,1,1,106,999.0
9320,1n82,A,1n82A00,3,20,20,80,13,4,1,1,1,330,1.45
13287,3t7c,D,3t7cD00,3,40,50,720,209,5,1,1,1,272,1.95
8769,4r4k,A,4r4kA00,3,10,450,410,1,1,1,1,1,150,1.69
8451,2p7o,A,2p7oA00,3,10,180,10,16,1,1,1,1,127,1.44
7824,5o9m,A,5o9mA00,2,170,150,10,1,1,1,1,1,157,1.4
15972,5le5,K,5le5K00,3,60,20,10,14,2,1,1,1,201,1.8
17200,1exe,A,1exeA00,4,10,520,10,7,1,1,1,1,99,999.0
10317,5uzn,A,5uznA00,3,30,70,330,63,1,1,1,1,80,1.99
2081,2afd,A,2afdA00,1,10,1200,10,31,1,1,1,1,88,999.0
460,2mw8,A,2mw8A00,1,10,10,60,150,1,1,1,1,67,999.0
1043,4j9z,B,4j9zB00,1,10,287,70,2,1,1,1,1,97,1.66
11617,3o85,B,3o85B00,3,30,1330,30,2,2,1,1,1,121,1.81
2927,3o10,C,3o10C00,1,20,120,330,6,1,1,1,1,133,1.9
15118,5ib0,A,5ib0A00,3,40,630,30,78,1,1,1,1,137,1.65
14373,1dcf,A,1dcfA00,3,40,50,2300,312,1,1,1,1,133,2.5
9969,5svy,A,5svyA00,3,30,40,100,1,1,1,1,1,50,1.05
16594,5e0n,X,5e0nX00,3,90,226,10,37,1,1,1,1,209,2.06
5527,2zsc,A,2zscA00,2,40,128,30,6,1,1,1,1,123,1.3
9524,4ijr,A,4ijrA00,3,20,20,100,20,1,1,1,1,328,2.0
13097,3k32,B,3k32B00,3,40,50,620,57,1,1,1,1,192,2.5
4180,2lxd,A,2lxdA00,2,10,110,10,27,2,1,1,1,123,999.0
1029,2m4h,A,2m4hA00,1,10,260,110,1,1,1,1,1,67,999.0
700,2mut,A,2mutA00,1,10,150,20,58,1,1,1,1,96,999.0
3079,2o02,B,2o02B00,1,20,190,20,1,2,1,1,1,230,1.5
13497,2fr1,A,2fr1A00,3,40,50,720,643,3,1,1,1,456,1.79
5691,2w4y,A,2w4yA00,2,40,160,220,1,1,1,1,1,122,2.9
14257,4etn,A,4etnA00,3,40,50,2300,4,1,1,1,1,148,1.1
15351,5hj9,A,5hj9A00,3,40,800,10,2,1,1,1,1,311,1.28
4658,5gmk,m,5gmkm00,2,30,30,100,49,1,1,1,1,82,3.4
9988,1lat,A,1latA00,3,30,50,10,4,1,1,1,1,71,1.9
11959,4liz,A,4lizA00,3,40,20,10,10,1,1,1,1,137,1.5
14688,1f5v,A,1f5vA00,3,40,109,10,30,2,1,1,1,240,1.7
10997,2aal,A,2aalA00,3,30,429,10,17,1,1,1,1,129,1.65
12645,2xb4,A,2xb4A00,3,40,50,300,80,1,1,1,1,223,1.8
1651,3mnp,A,3mnpA00,1,10,565,10,2,4,1,1,1,257,1.5
14900,1rm8,A,1rm8A00,3,40,390,10,6,7,1,1,1,169,1.8
3920,3ut4,A,3ut4A00,1,25,40,750,1,1,1,1,1,128,2.03
5581,3lhn,B,3lhnB00,2,40,128,640,1,1,1,1,1,105,1.42
4040,1hx2,A,1hx2A00,2,10,25,10,82,1,1,1,1,60,999.0
9998,4tma,J,4tmaJ00,3,30,50,10,14,1,1,1,1,57,3.3
15263,3wrz,C,3wrzC00,3,40,710,10,18,8,1,1,1,356,1.8
7456,1hcd,A,1hcdA00,2,80,10,50,95,1,1,1,1,118,999.0
9135,2htm,C,2htmC00,3,20,20,70,83,3,1,1,1,241,2.3
917,3s0a,A,3s0aA00,1,10,238,20,2,1,1,1,1,119,1.15
14784,4n91,A,4n91A00,3,40,190,170,23,1,1,1,1,299,1.7
13310,1zud,1,1zud100,3,40,50,720,227,2,1,1,1,234,1.98
17353,2ld7,A,2ld7A00,6,10,160,20,1,1,1,1,1,94,999.0
967,4i6r,A,4i6rA00,1,10,260,40,2,1,1,1,1,77,1.38
1070,2n04,A,2n04A00,1,10,287,110,7,2,1,1,1,104,999.0
9108,5k4x,A,5k4xA00,3,20,20,70,68,1,1,1,1,330,1.37
14976,3ism,B,3ismB00,3,40,570,10,3,2,1,1,1,247,2.2
26,2jp7,A,2jp7A00,1,10,8,10,54,1,1,1,1,57,999.0
1689,1m7w,A,1m7wA00,1,10,565,10,29,2,1,1,1,223,2.8
10694,2hjj,A,2hjjA00,3,30,160,130,1,1,1,1,1,66,999.0
2840,1g0z,A,1g0zA00,1,20,90,10,2,7,1,1,1,118,2.18
378,2m1b,A,2m1bA00,1,10,10,10,515,1,1,1,1,116,999.0
10954,6d6j,B,6d6jB00,3,30,428,10,2,4,1,1,1,113,1.35
2543,2bez,F,2bezF00,1,20,5,790,1,1,1,1,1,42,1.6
15390,1bg2,A,1bg2A00,3,40,850,10,2,3,1,1,1,323,1.8
17477,3thf,A,3thfA00,6,10,250,3120,1,1,1,1,1,175,2.7
5318,4klk,A,4klkA00,2,40,50,140,176,1,1,1,1,161,1.93
15084,4e2a,A,4e2aA00,3,40,630,30,44,2,1,1,1,170,2.0
12189,4fyb,A,4fybA00,3,40,30,10,253,1,1,1,1,161,2.2
655,2cs1,A,2cs1A00,1,10,30,10,15,1,1,1,1,92,999.0
14112,5l2p,A,5l2pA00,3,40,50,1820,191,1,1,1,1,306,2.56
8151,2kgj,A,2kgjA00,3,10,50,40,33,1,1,1,1,102,999.0
5189,1z6h,A,1z6hA00,2,40,50,100,1,2,1,1,1,72,999.0
11684,3td3,D,3td3D00,3,30,1330,60,4,1,1,1,1,122,1.59
15741,1n0e,A,1n0eA00,3,40,1550,20,1,1,1,1,1,141,2.7
7112,3nkg,A,3nkgA00,2,60,120,790,1,1,1,1,1,168,2.0
11902,3vor,A,3vorA00,3,30,1690,10,1,1,1,1,1,182,0.9
15804,4opc,A,4opcA00,3,50,50,60,190,1,1,1,1,452,1.4
1959,3ph2,B,3ph2B00,1,10,760,10,14,3,1,1,1,85,1.4
6536,2ium,A,2iumA00,2,60,90,30,1,1,1,1,1,211,1.6
2521,1kil,E,1kilE00,1,20,5,580,2,1,1,1,1,41,2.3
5136,3ifd,A,3ifdA00,2,40,50,40,13,2,1,1,1,66,1.9
12215,4jr6,B,4jr6B00,3,40,30,10,285,1,1,1,1,194,1.9
3864,4txr,A,4txrA00,1,25,40,270,1,1,1,1,1,159,1.0
14786,4ovt,A,4ovtA00,3,40,190,170,24,2,1,1,1,290,1.8
16550,2i6j,A,2i6jA00,3,90,190,10,31,1,1,1,1,161,1.66
14583,3vr4,D,3vr4D00,3,40,50,12240,1,2,1,1,1,438,2.17
13128,5bs8,B,5bs8B00,3,40,50,670,4,1,1,1,1,245,2.4
6679,1qqp,1,1qqp100,2,60,120,20,9,1,1,1,1,188,1.9
3455,3gi7,A,3gi7A00,1,20,1270,180,1,1,1,1,1,101,1.85
11040,3bwl,B,3bwlB00,3,30,450,20,19,1,1,1,1,120,1.73
1237,3rko,G,3rkoG00,1,10,287,3510,1,1,1,1,1,100,3.0
5047,1vwx,f,1vwxf00,2,40,10,190,1,4,1,1,1,109,1000.0
2431,3cx5,I,3cx5I00,1,20,5,260,1,1,1,1,1,57,1.9
4444,2cre,A,2creA00,2,30,30,40,9,2,1,1,1,71,999.0
14680,3gb5,A,3gb5A00,3,40,109,10,24,2,1,1,1,185,2.0
2613,2qfa,C,2qfaC00,1,20,5,3600,1,1,1,1,1,45,1.4
1304,3b81,A,3b81A00,1,10,357,10,67,1,1,1,1,181,2.1
3206,4w66,B,4w66B00,1,20,1050,130,5,1,1,1,1,217,2.36
10602,1nfj,A,1nfjA00,3,30,110,20,1,2,1,1,1,87,2.0
17532,3kxy,T,3kxyT00,6,20,290,10,1,1,1,1,1,65,2.8
675,1siy,A,1siyA00,1,10,110,10,1,8,1,1,1,91,999.0
16858,2car,B,2carB00,3,90,950,10,1,1,1,1,1,194,1.09
2129,1mnt,A,1mntA00,1,10,1220,10,29,1,1,1,1,66,999.0
8806,2uv4,A,2uv4A00,3,10,580,10,1,1,1,1,1,144,1.33
9046,4lui,B,4luiB00,3,20,20,70,38,3,1,1,1,214,1.6
3617,3gs3,A,3gs3A00,1,25,10,10,60,1,1,1,1,249,2.4
90,4qoz,C,4qozC00,1,10,8,1120,1,1,1,1,1,72,2.3
2175,1ka2,A,1ka2A00,1,10,1370,30,4,1,1,1,1,497,2.2
377,1oyi,A,1oyiA00,1,10,10,10,514,1,1,1,1,62,999.0
3447,3caz,B,3cazB00,1,20,1270,60,21,1,1,1,1,207,3.34
850,1wy9,A,1wy9A00,1,10,238,10,54,1,1,1,1,111,2.1
9352,3wh9,A,3wh9A00,3,20,20,80,31,3,1,1,1,345,1.57
4700,2dig,A,2digA00,2,30,30,140,65,1,1,1,1,68,999.0
14127,2ogt,A,2ogtA00,3,40,50,1820,207,2,1,1,1,463,1.58
11721,5xog,K,5xogK00,3,30,1360,10,4,2,1,1,1,113,3.0
15515,5eyn,A,5eynA00,3,40,1190,20,3,1,1,1,1,306,1.29
4809,4jok,A,4jokA00,2,30,42,10,13,1,1,1,1,87,1.09
12254,1xg8,A,1xg8A00,3,40,30,30,1,1,1,1,1,108,2.1
9197,1rd5,A,1rd5A00,3,20,20,70,122,1,1,1,1,261,2.02
14498,1w94,A,1w94A00,3,40,50,10480,1,1,1,1,1,148,2.0
16047,3ck2,A,3ck2A00,3,60,21,10,41,1,1,1,1,171,2.3
15182,4pv6,A,4pv6A00,3,40,630,30,175,1,1,1,1,154,3.32
9492,5jgy,B,5jgyB00,3,20,20,100,2,2,1,1,1,309,1.45
16248,4ezg,A,4ezgA00,3,80,10,10,54,1,1,1,1,182,1.5
4789,2h3l,B,2h3lB00,2,30,42,10,3,1,1,1,1,98,1.0
13155,1zk4,A,1zk4A00,3,40,50,720,63,1,1,1,1,251,1.0
5559,5byp,A,5bypA00,2,40,128,280,2,2,1,1,1,119,2.6
10704,2jya,A,2jyaA00,3,30,160,190,1,1,1,1,1,80,999.0
15683,3sgw,A,3sgwA00,3,40,1400,10,4,1,1,1,1,158,1.7
16395,4boq,A,4boqA00,3,90,70,80,2,1,1,1,1,175,1.47
3269,3fcn,A,3fcnA00,1,20,1220,20,1,1,1,1,1,154,1.45
15255,2wuq,B,2wuqB00,3,40,710,10,16,1,1,1,1,283,1.8
3880,3snx,A,3snxA00,1,25,40,390,8,1,1,1,1,442,1.88
13878,1mj5,A,1mj5A00,3,40,50,1820,5,1,1,1,1,298,0.95
16667,3l0a,A,3l0aA00,3,90,320,10,4,1,1,1,1,253,2.19
539,2klo,A,2kloA00,1,10,10,1420,2,1,1,1,1,138,999.0
11235,2ci9,B,2ci9B00,3,30,505,10,10,1,1,1,1,101,1.5
8874,5nlc,A,5nlcA00,3,20,20,10,16,2,1,1,1,216,1.9
1549,2vb1,A,2vb1A00,1,10,530,10,1,1,1,1,1,129,0.65
7930,3n9y,C,3n9yC00,3,10,20,30,32,1,1,1,1,68,2.1
4958,6eci,P,6eciP00,2,30,110,10,54,3,1,1,1,132,2.69
7056,1xoy,A,1xoyA00,2,60,120,470,1,2,1,1,1,161,999.0
3744,4in3,B,4in3B00,1,25,40,10,149,1,1,1,1,589,2.94
4106,2n8k,A,2n8kA00,2,10,80,10,4,1,1,1,1,76,999.0
6815,1pz7,A,1pz7A00,2,60,120,200,17,1,1,1,1,188,1.42
8304,2hx5,A,2hx5A00,3,10,129,10,5,1,1,1,1,141,1.5
1169,2m67,A,2m67A00,1,10,287,910,3,1,1,1,1,81,999.0
14075,4lxh,A,4lxhA00,3,40,50,1820,153,1,1,1,1,276,2.02
8848,2ar1,A,2ar1A00,3,10,590,10,2,3,1,1,1,157,1.6
15480,3k4o,A,3k4oA00,3,40,1160,10,6,1,1,1,1,260,2.05
12670,2dr3,A,2dr3A00,3,40,50,300,105,2,1,1,1,232,2.0
9447,1sfs,A,1sfsA00,3,20,20,80,158,1,1,1,1,213,1.07
13154,4huj,A,4hujA00,3,40,50,720,57,1,1,1,1,203,1.77
13205,6nrp,C,6nrpC00,3,40,50,720,135,3,1,1,1,231,1.9
5363,3npp,A,3nppA00,2,40,50,480,1,1,1,1,1,86,2.15
16883,3rsn,A,3rsnA00,3,90,980,20,1,1,1,1,1,159,2.1
10162,2g9o,A,2g9oA00,3,30,70,100,89,1,1,1,1,77,999.0
2816,2fcw,A,2fcwA00,1,20,81,10,1,1,1,1,1,106,1.26
14591,3hgt,A,3hgtA00,3,40,50,12360,1,1,1,1,1,286,2.2
17169,5nx1,D,5nx1D00,4,10,410,10,18,1,1,1,1,42,1.85
6521,4qey,A,4qeyA00,2,60,60,60,1,2,1,1,1,123,2.52
7920,5ffi,E,5ffiE00,3,10,20,30,23,1,1,1,1,102,2.17
12842,1gvn,D,1gvnD00,3,40,50,300,348,1,1,1,1,271,1.95
5707,1qd5,A,1qd5A00,2,40,230,10,1,1,1,1,1,257,2.17
6364,5cr8,A,5cr8A00,2,60,40,1430,1,2,1,1,1,113,2.05
3459,3kaw,B,3kawB00,1,20,1270,360,2,1,1,1,1,100,2.4
17224,4bpe,N,4bpeN00,4,10,830,10,2,6,1,1,1,54,1000.0
744,2cxy,A,2cxyA00,1,10,150,60,1,1,1,1,1,113,1.6
8701,3b7c,A,3b7cA00,3,10,450,50,77,1,1,1,1,115,1.7
12454,3hnr,A,3hnrA00,3,40,50,150,254,1,1,1,1,193,2.8
6097,1va9,A,1va9A00,2,60,40,10,857,1,1,1,1,122,999.0
1009,2ppx,A,2ppxA00,1,10,260,40,51,1,1,1,1,61,2.0
4171,1iml,A,1imlA00,2,10,110,10,18,1,1,1,1,76,999.0
2600,2cly,A,2clyA00,1,20,5,2210,1,1,1,1,1,105,2.8
7185,1sva,4,1sva400,2,60,175,10,4,1,1,1,1,331,3.1
3221,1c8r,A,1c8rA00,1,20,1070,10,7,2,1,1,1,222,1.8
13169,1mxh,A,1mxhA00,3,40,50,720,68,3,1,1,1,248,2.2
5683,1zxu,A,1zxuA00,2,40,160,200,1,1,1,1,1,160,1.7
11462,2rvh,A,2rvhA00,3,30,780,10,4,1,1,1,1,108,999.0
14110,3bdi,A,3bdiA00,3,40,50,1820,189,1,1,1,1,199,1.45
3266,1nig,A,1nigA00,1,20,1200,10,5,1,1,1,1,146,2.0
16618,3rrv,C,3rrvC00,3,90,226,10,87,1,1,1,1,249,2.45
17442,3r15,A,3r15A00,6,10,250,2300,1,1,1,1,1,78,1.7
12240,2myg,A,2mygA00,3,40,30,10,322,1,1,1,1,97,999.0
6607,5tpv,B,5tpvB00,2,60,120,10,90,1,1,1,1,138,2.14
9127,4c1l,A,4c1lA00,3,20,20,70,78,1,1,1,1,262,1.8
4836,2he2,B,2he2B00,2,30,42,10,37,1,1,1,1,101,1.5
17481,4jpb,B,4jpbB00,6,10,250,3200,1,1,1,1,1,84,3.19
7102,6bgy,A,6bgyA00,2,60,120,650,2,1,1,1,1,297,1.22
3358,3q4o,A,3q4oA00,1,20,1260,10,8,1,1,1,1,169,1.34
121,3rjp,A,3rjpA00,1,10,10,10,21,1,1,1,1,96,1.5
8590,1cew,I,1cewI00,3,10,450,10,6,3,1,1,1,108,2.0
15558,3bgk,A,3bgkA00,3,40,1190,20,36,2,1,1,1,267,2.5
1919,6gam,L,6gamL00,1,10,645,10,1,4,1,1,1,551,1.4
14667,1icr,A,1icrA00,3,40,109,10,13,1,1,1,1,216,1.7
11718,4qjv,B,4qjvB00,3,30,1360,10,2,1,1,1,1,94,1.6
7792,3pet,A,3petA00,2,160,20,120,3,1,1,1,1,216,2.07
12772,2nzj,B,2nzjB00,3,40,50,300,220,3,1,1,1,160,2.5
17045,2w9o,A,2w9oA00,4,10,70,10,4,2,1,1,1,46,999.0
10852,1vwx,r,1vwxr00,3,30,390,110,1,1,1,1,1,125,1000.0
4815,2jik,B,2jikB00,2,30,42,10,18,1,1,1,1,98,1.35
13910,4v2i,A,4v2iA00,3,40,50,1820,22,2,1,1,1,315,1.69
15381,3vsj,D,3vsjD00,3,40,830,10,4,1,1,1,1,299,2.3
2156,1zkl,A,1zklA00,1,10,1300,10,5,1,1,1,1,317,1.67
1842,5hdi,A,5hdiA00,1,10,630,10,23,1,1,1,1,397,1.54
1498,1yhu,C,1yhuC00,1,10,490,10,45,2,1,1,1,148,3.15
12315,3g5l,B,3g5lB00,3,40,50,150,17,2,1,1,1,213,2.35
11163,3ix3,A,3ix3A00,3,30,450,80,1,1,1,1,1,163,1.4
6272,4bv1,A,4bv1A00,2,60,40,730,3,1,1,1,1,109,1.9
804,3bqp,A,3bqpA00,1,10,225,10,2,1,1,1,1,80,1.3
5238,5eay,C,5eayC00,2,40,50,140,11,1,1,1,1,112,1.55
13927,3w06,A,3w06A00,3,40,50,1820,33,1,1,1,1,267,1.15
4656,4m77,A,4m77A00,2,30,30,100,46,1,1,1,1,83,3.11
6760,1gr3,A,1gr3A00,2,60,120,40,12,3,1,1,1,132,2.0
11966,2lj8,A,2lj8A00,3,40,20,10,25,1,1,1,1,136,999.0
4825,2qg1,A,2qg1A00,2,30,42,10,27,1,1,1,1,89,1.4
13782,3pu6,A,3pu6A00,3,40,50,1450,4,1,1,1,1,135,2.6
13143,2wsb,A,2wsbA00,3,40,50,720,38,2,1,1,1,254,1.25
286,2gxg,A,2gxgA00,1,10,10,10,363,1,1,1,1,140,1.45
14595,3cis,H,3cisH00,3,40,50,12370,4,1,1,1,1,282,2.9
11878,1h6h,A,1h6hA00,3,30,1520,10,10,1,1,1,1,143,1.7
9927,2eod,A,2eodA00,3,30,40,10,96,1,1,1,1,66,999.0
14598,3qvl,A,3qvlA00,3,40,50,12500,2,1,1,1,1,245,1.82
773,1x6i,B,1x6iB00,1,10,150,250,1,1,1,1,1,87,1.2
9149,1xky,A,1xkyA00,3,20,20,70,92,1,1,1,1,292,1.94
5951,4h5s,A,4h5sA00,2,60,40,10,220,1,1,1,1,96,1.7
10411,1eay,D,1eayD00,3,30,70,400,1,1,1,1,1,69,2.0
8556,2yma,A,2ymaA00,3,10,310,60,1,1,1,1,1,135,2.54
6869,4q8k,A,4q8kA00,2,60,120,200,59,1,1,1,1,227,1.65
424,1etx,A,1etxA00,1,10,10,60,71,1,1,1,1,74,1.9
1550,2nwd,X,2nwdX00,1,10,530,10,1,2,1,1,1,130,1.04
16765,4kt7,A,4kt7A00,3,90,550,10,38,1,1,1,1,223,2.0
12257,2kaf,A,2kafA00,3,40,30,150,1,1,1,1,1,67,999.0
6887,5xrg,A,5xrgA00,2,60,120,200,75,2,1,1,1,141,1.55
3511,3fmt,B,3fmtB00,1,20,1380,10,2,1,1,1,1,157,2.98
11328,1t17,A,1t17A00,3,30,530,20,61,1,1,1,1,148,999.0
6096,1k85,A,1k85A00,2,60,40,10,854,1,1,1,1,88,999.0
9493,1zgd,A,1zgdA00,3,20,20,100,2,3,1,1,1,308,1.7
11411,4uij,A,4uijA00,3,30,710,10,29,1,1,1,1,104,2.7
2459,3bas,B,3basB00,1,20,5,340,3,2,1,1,1,87,2.3
17141,1g6x,A,1g6xA00,4,10,410,10,1,1,1,1,1,58,0.86
12139,2b7k,A,2b7kA00,3,40,30,10,182,1,1,1,1,155,1.8
5912,4ofk,B,4ofkB00,2,60,40,10,144,1,1,1,1,104,1.8
16525,2cm2,A,2cm2A00,3,90,190,10,10,1,1,1,1,284,1.5
2737,2klq,A,2klqA00,1,20,58,870,1,1,1,1,1,114,999.0
5315,3jam,i,3jami00,2,40,50,140,169,1,1,1,1,96,3.46
6166,4l05,A,4l05A00,2,60,40,200,2,1,1,1,1,154,1.1
4250,2v3b,B,2v3bB00,2,20,28,10,7,1,1,1,1,53,2.45
9686,4g6c,A,4g6cA00,3,20,20,300,1,2,1,1,1,333,1.38
5745,1td4,A,1td4A00,2,40,300,10,2,1,1,1,1,102,1.5
15186,3frm,A,3frmA00,3,40,630,30,183,1,1,1,1,244,2.32
17120,2dk4,A,2dk4A00,4,10,280,110,1,1,1,1,1,76,999.0
5421,2ok3,A,2ok3A00,2,40,100,10,5,3,1,1,1,160,2.0
1831,2uuq,A,2uuqA00,1,10,630,10,19,1,1,1,1,394,1.46
793,1utg,A,1utgA00,1,10,210,10,1,1,1,1,1,70,1.34
1030,2mxd,A,2mxdA00,1,10,260,110,1,2,1,1,1,62,999.0
2752,2eho,A,2ehoA00,1,20,58,1030,4,1,1,1,1,153,3.0
4795,2v90,A,2v90A00,2,30,42,10,6,4,1,1,1,95,2.0
3450,2pmr,A,2pmrA00,1,20,1270,90,2,1,1,1,1,76,1.32
4197,1mvf,D,1mvfD00,2,10,260,10,2,1,1,1,1,44,1.65
16109,3ivz,A,3ivzA00,3,60,110,10,8,1,1,1,1,260,1.57
3763,3t8k,B,3t8kB00,1,25,40,20,10,1,1,1,1,177,1.77
14347,2r48,A,2r48A00,3,40,50,2300,248,3,1,1,1,104,1.8
9458,1nar,A,1narA00,3,20,20,80,160,1,1,1,1,289,1.8
12816,4blp,B,4blpB00,3,40,50,300,281,1,1,1,1,270,1.7
11199,5b3p,A,5b3pA00,3,30,460,80,1,1,1,1,1,134,1.65
17270,1ng7,A,1ng7A00,6,10,20,20,1,1,1,1,1,60,999.0
15998,3mka,Z,3mkaZ00,3,60,20,10,33,1,1,1,1,245,2.51
363,1d8j,A,1d8jA00,1,10,10,10,492,1,1,1,1,81,999.0
3442,4wpe,A,4wpeA00,1,20,1270,60,16,1,1,1,1,267,2.7
14662,3hoi,A,3hoiA00,3,40,109,10,8,1,1,1,1,184,1.55
16557,1zzw,A,1zzwA00,3,90,190,10,37,1,1,1,1,147,1.6
14275,5lnn,A,5lnnA00,3,40,50,2300,37,1,1,1,1,149,1.6
2578,1wu9,A,1wu9A00,1,20,5,1430,2,1,1,1,1,59,1.54
5863,2i24,N,2i24N00,2,60,40,10,76,1,1,1,1,113,1.35
11530,2a8e,A,2a8eA00,3,30,930,20,2,1,1,1,1,205,2.5
987,3bs3,A,3bs3A00,1,10,260,40,21,2,1,1,1,58,1.65
8081,5io9,A,5io9A00,3,10,20,230,1,1,1,1,1,98,1.3
17025,2dcv,A,2dcvA00,4,10,40,20,5,2,1,1,1,42,999.0
3825,3rru,A,3rruA00,1,25,40,90,7,2,1,1,1,139,3.0
6067,2dn7,A,2dn7A00,2,60,40,10,813,1,1,1,1,107,999.0
238,4cic,B,4cicB00,1,10,10,10,271,2,1,1,1,137,1.6
13622,2fpr,B,2fprB00,3,40,50,1000,23,1,1,1,1,160,1.7
15761,3b0z,B,3b0zB00,3,40,1690,10,8,1,1,1,1,84,2.45
8673,6bju,A,6bjuA00,3,10,450,50,52,1,1,1,1,125,1.64
2946,4g80,T,4g80T00,1,20,120,350,6,1,1,1,1,139,3.58
16851,4ayb,K,4aybK00,3,90,940,10,3,1,1,1,1,84,3.2
10712,2job,A,2jobA00,3,30,160,320,1,1,1,1,1,102,999.0
4044,4a94,C,4a94C00,2,10,25,90,1,1,1,1,1,51,1.7
968,2hin,A,2hinA00,1,10,260,40,3,1,1,1,1,66,1.05
10917,2qtd,A,2qtdA00,3,30,420,130,2,1,1,1,1,101,1.7
15290,4ztk,A,4ztkA00,3,40,710,10,44,1,1,1,1,263,2.1
10808,3cq2,A,3cq2A00,3,30,300,130,3,1,1,1,1,95,1.9
14759,4mx6,A,4mx6A00,3,40,190,170,5,1,1,1,1,305,1.1
2716,1oed,B,1oedB00,1,20,58,390,4,2,1,1,1,127,4.0
421,1fip,A,1fipA00,1,10,10,60,66,1,1,1,1,73,1.9
13875,6f9o,A,6f9oA00,3,40,50,1820,4,1,1,1,1,309,1.05
8998,1vc4,A,1vc4A00,3,20,20,70,16,2,1,1,1,254,1.8
5646,4c69,X,4c69X00,2,40,160,10,12,1,1,1,1,283,2.28
14387,3m6m,D,3m6mD00,3,40,50,2300,359,1,1,1,1,118,2.5
13545,2a9v,D,2a9vD00,3,40,50,880,10,2,1,1,1,199,2.24
8442,2c21,A,2c21A00,3,10,180,10,7,4,1,1,1,139,2.0
